"location_id","country","place","complex_site","site_location_utm_wkt","sample","radius","context","find_nr","species","wood_shape","type_context","feature","number_of_rings","missing_to_pith","sapwood_rings","missing_to_waney_edge","felling_season","date_first_ring","date_last_ring","laboratory","researcher"
"Gennep01","NL","Gennep","Settlement","SRID=23031;POINT(704834.049806984 5732122.074043)","GEP0007","1","Water well (GEME 89)","7","QUSP","7","A","Water well; formwork",73,NULL,NULL,20,NULL,284,356,"RING","PvR"
"Gennep01","NL","Gennep","Settlement","SRID=23031;POINT(704834.049806984 5732122.074043)","GEP0008","1","Water well (GEME 89)","8","QUSP","7","A","Water well; formwork",48,NULL,NULL,16,NULL,314,361,"RING","PvR"
"Gennep01","NL","Gennep","Settlement","SRID=23031;POINT(704834.049806984 5732122.074043)","GEP0011","1","Water well (GEME 89)","11","QUSP","7","A","Water well; formwork",99,NULL,1,19,NULL,295,393,"RING","PvR"
"Gennep01","NL","Gennep","Settlement","SRID=23031;POINT(704834.049806984 5732122.074043)","GEP0014","1","Water well (GEME 89)","14","QUSP","7","A","Water well; formwork",67,NULL,1,15,NULL,326,392,"RING","PvR"
"Gennep01","NL","Gennep","Settlement","SRID=23031;POINT(704834.049806984 5732122.074043)","GEP0028","1","Water well (GEME 89)","28","QUSP","7","A","Water well; formwork",53,NULL,NULL,16,NULL,294,346,"RING","PvR"
"Gennep02","NL","Gennep","Settlement","SRID=23031;POINT(702464.578896206 5734196.12515877)","GMW0001","1","Water well","14-2-006","QUSP","7","A","Water well; formwork",116,40,NULL,20,NULL,-183,-68,"RING","EH"
"Gennep02","NL","Gennep","Settlement","SRID=23031;POINT(702464.578896206 5734196.12515877)","GMW0006","1","Water well","14-2-020","QUSP","7","A","Water well; formwork",42,NULL,NULL,20,NULL,-24,18,"RING","EH"
"Gennep02","NL","Gennep","Settlement","SRID=23031;POINT(702464.578896206 5734196.12515877)","GMW0005","1","Water well","14-2-021","QUSP","7","A","Water well; formwork",80,40,NULL,20,NULL,-100,-21,"RING","EH"
"Gennep02","NL","Gennep","Settlement","SRID=23031;POINT(702464.578896206 5734196.12515877)","GMW0004","1","Water well","14-2-002","QUSP","7","A","Water well; formwork",105,40,NULL,20,NULL,-191,-87,"RING","EH"
"Gennep02","NL","Gennep","Settlement","SRID=23031;POINT(702464.578896206 5734196.12515877)","GMW0003","1","Water well","14-2-016","QUSP","7","A","Water well; formwork",108,40,NULL,20,NULL,-96,12,"RING","EH"
"Gennep02","NL","Gennep","Settlement","SRID=23031;POINT(702464.578896206 5734196.12515877)","GMW0002","1","Water well","14-2-010","QUSP","7","A","Water well; formwork",112,40,NULL,20,NULL,-204,-93,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0504","Z","Water well","2-1-36","QUSP","7","A","Water well; formwork",84,NULL,5,15,NULL,-5,79,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0503","Z","Water well","2-1-36","QUSP","7","A","Water well; formwork",89,NULL,21,NULL,NULL,10,98,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0502","Z","Water well","2-1-36","QUSP","7","A","Water well; formwork",80,NULL,16,4,NULL,16,95,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0402","Z","Water well","2-1-37","QUSP","7","A","Water well; formwork",102,NULL,21,NULL,NULL,-7,95,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0401","Z","Water well","2-1-37","QUSP","7","A","Water well; formwork",115,NULL,24,NULL,NULL,-17,98,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0302","Z","Water well","2-1-37","QUSP","7","A","Water well; formwork",107,NULL,21,NULL,NULL,-10,97,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0301","Z","Water well","2-1-37","QUSP","7","A","Water well; formwork",99,NULL,21,NULL,NULL,-3,96,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0201","Z","Water well","2-1-37","QUSP","7","A","Water well; formwork",72,NULL,NULL,20,NULL,9,80,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0103","Z","Water well","Geen kaartje (zelfde zak als 2-1-37)","QUSP","7","A",NULL,73,NULL,NULL,20,NULL,6,78,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0102","Z","Water well","Geen kaartje (zelfde zak als 2-1-37)","QUSP","7","A",NULL,105,NULL,13,7,NULL,-15,90,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0101","Z","Water well","Geen kaartje (zelfde zak als 2-1-37)","QUSP","7","A",NULL,72,NULL,NULL,20,NULL,4,75,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0604","Z","Water well","2-1-36","QUSP","7","A","Water well; formwork",33,NULL,NULL,16,NULL,47,79,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0603","Y","Water well","2-1-36","QUSP","7","A","Water well; formwork",70,NULL,23,NULL,NULL,29,98,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0602","Z","Water well","2-1-36","QUSP","7","A","Water well; formwork",75,NULL,NULL,20,NULL,-1,74,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0601","Z","Water well","2-1-36","QUSP","7","A","Water well; formwork",70,NULL,NULL,20,NULL,-1,69,"RING","EH"
"Goirle01","NL","Goirle","Settlement","SRID=23031;POINT(644180.454077913 5710939.2092736)","F1B0505","Z","Water well","2-1-36","QUSP","7","A","Water well; formwork",58,NULL,NULL,16,NULL,18,75,"RING","EH"
"Groningen01","NL","Groningen","Settlement","SRID=23031;POINT(735223.206327026 5902469.35251116)","GVE0004","1","annexe/spieker","24","QUSP","11","A","Annex",63,NULL,NULL,20,NULL,-176,-114,"RING","TV"
"Groningen01","NL","Groningen","Settlement","SRID=23031;POINT(735223.206327026 5902469.35251116)","GVE0001","1","annexe/spieker","22","QUSP","7","A","Annex",140,10,NULL,20,NULL,-230,-91,"RING","TV"
"Groningen01","NL","Groningen","Settlement","SRID=23031;POINT(735223.206327026 5902469.35251116)","GVE0002","1","annexe/spieker","20","QUSP","7","A","Annex",77,15,NULL,20,NULL,-225,-149,"RING","TV"
"Groningen01","NL","Groningen","Settlement","SRID=23031;POINT(735223.206327026 5902469.35251116)","GVE0003","1","annexe/spieker","21","QUSP","11","A","Annex",76,NULL,NULL,20,NULL,-177,-102,"RING","TV"
"Guenange01","F","Guénange","Subfossil wood","SRID=23031;POINT(731270.39160588 5465880.65163525)","GUEN101","T",NULL,"GUEN001, TreeNo: son.229 phase9, KeyNo: ","QUSP","1","N","Subfossil tree",67,NULL,13,NULL,NULL,48,114,NULL,"WT"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56302003","L",NULL,NULL,"QUSP",NULL,"A",NULL,187,NULL,NULL,NULL,NULL,3,189,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56302008","L",NULL,NULL,"QUSP",NULL,"A",NULL,246,NULL,NULL,NULL,NULL,-66,180,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56302005","L",NULL,NULL,"QUSP",NULL,"A",NULL,143,NULL,NULL,NULL,NULL,91,233,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","563004b","L",NULL,NULL,"QUSP",NULL,"A",NULL,71,NULL,NULL,NULL,NULL,10,80,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","563004a","L",NULL,NULL,"QUSP",NULL,"A",NULL,68,NULL,NULL,NULL,NULL,-98,-31,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","563003a","L",NULL,NULL,"QUSP",NULL,"A",NULL,91,NULL,NULL,NULL,NULL,26,116,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","563001","L",NULL,NULL,"QUSP",NULL,"A",NULL,165,NULL,NULL,NULL,NULL,-27,138,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56304005","L",NULL,NULL,"QUSP",NULL,"A",NULL,204,NULL,NULL,NULL,NULL,-11,193,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56304006","L",NULL,NULL,"QUSP",NULL,"A",NULL,213,NULL,NULL,NULL,NULL,-35,178,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56304007","L",NULL,NULL,"QUSP",NULL,"A",NULL,119,NULL,NULL,NULL,NULL,81,199,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56304008","L",NULL,NULL,"QUSP",NULL,"A",NULL,160,NULL,NULL,NULL,NULL,39,198,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56304009","L",NULL,NULL,"QUSP",NULL,"A",NULL,164,NULL,NULL,NULL,NULL,34,197,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","563M4SEQ","L",NULL,NULL,"QUSP",NULL,"A",NULL,192,NULL,NULL,NULL,NULL,56,247,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56302004","L",NULL,NULL,"QUSP",NULL,"A",NULL,156,NULL,NULL,NULL,NULL,70,225,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56302002","L",NULL,NULL,"QUSP",NULL,"A",NULL,136,NULL,NULL,NULL,NULL,-57,79,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56302001","L",NULL,NULL,"QUSP",NULL,"A",NULL,110,NULL,NULL,NULL,NULL,48,157,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","563015","L",NULL,NULL,"QUSP",NULL,"A",NULL,74,NULL,NULL,NULL,NULL,154,227,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","563014","L",NULL,NULL,"QUSP",NULL,"A",NULL,96,NULL,NULL,NULL,NULL,152,247,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","563013","L",NULL,NULL,"QUSP",NULL,"A",NULL,81,NULL,NULL,NULL,NULL,147,227,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","563012","L",NULL,"563/012ECH","QUSP",NULL,"A",NULL,132,NULL,NULL,NULL,NULL,114,245,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","563011","L",NULL,NULL,"QUSP",NULL,"A",NULL,104,NULL,NULL,NULL,NULL,143,246,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","563010a","L",NULL,NULL,"QUSP",NULL,"A",NULL,187,NULL,NULL,NULL,NULL,56,242,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","563007","L",NULL,NULL,"QUSP",NULL,"A",NULL,204,NULL,NULL,NULL,NULL,-156,48,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","563006a","L",NULL,NULL,"QUSP",NULL,"A",NULL,99,NULL,NULL,NULL,NULL,-82,17,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","563005","L",NULL,NULL,"QUSP",NULL,"A",NULL,229,NULL,NULL,NULL,NULL,-157,72,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56304003","L",NULL,NULL,"QUSP","4","A",NULL,165,NULL,NULL,NULL,NULL,66,230,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56304004","L",NULL,NULL,"QUSP","4","A",NULL,176,NULL,NULL,NULL,NULL,56,231,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56304002","L",NULL,NULL,"QUSP",NULL,"A",NULL,145,NULL,NULL,NULL,NULL,53,197,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56304001","L",NULL,NULL,"QUSP",NULL,"A",NULL,144,NULL,NULL,NULL,NULL,51,194,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56303003","L",NULL,NULL,"QUSP",NULL,"A",NULL,88,NULL,NULL,NULL,NULL,-2,86,NULL,"PH"
"Habay01","B","Habay","Settlement; villa","SRID=23031;POINT(691115.08819421 5510708.9739171)","56303002","L",NULL,NULL,"QUSP",NULL,"A",NULL,120,NULL,NULL,NULL,NULL,-25,95,NULL,"PH"
"Harnaschpolder01","NL","Shipluiden","Settlement","SRID=23031;POINT(590842.914478993 5763682.17593299)","HAR0010","0","Water well 1","20037","FREX","1","A","Water well; formwork",90,1,NULL,1,NULL,157,246,"RING","EH"
"Harnaschpolder01","NL","Shipluiden","Settlement","SRID=23031;POINT(590842.914478993 5763682.17593299)","HAR0015","3","Water well 1","20068","FREX","1","A","Water well; formwork",195,NULL,NULL,NULL,NULL,51,245,"RING","EH"
"Harnaschpolder01","NL","Shipluiden","Settlement","SRID=23031;POINT(590842.914478993 5763682.17593299)","HAR0011","0","Water well 1","20036","FREX","17","A","Water well; formwork",113,1,NULL,1,NULL,133,245,"RING","EH"
"Harnaschpolder01","NL","Shipluiden","Settlement","SRID=23031;POINT(590842.914478993 5763682.17593299)","HAR0012","1","Water well 1","20035","FREX","2","A","Water well; formwork",128,10,NULL,NULL,NULL,115,242,"RING","EH"
"Harnaschpolder01","NL","Shipluiden","Settlement","SRID=23031;POINT(590842.914478993 5763682.17593299)","HAR0013","1","Water well 1","20033","FREX","10","A","Water well; formwork",118,NULL,NULL,NULL,NULL,112,229,"RING","EH"
"Harnaschpolder01","NL","Shipluiden","Settlement","SRID=23031;POINT(590842.914478993 5763682.17593299)","HAR0014","0","Water well 1","20030","FREX","11","A","Water well; formwork",114,NULL,NULL,3,NULL,130,243,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW3002","1","Water well (planken)","Put 19; Paal D","QUSP","0","A",NULL,121,NULL,NULL,20,NULL,184,304,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW3001","1","Water well (planken)","Put 19; Plank","QUSP","0","A",NULL,170,NULL,16,0,"Autumn/Winter",166,335,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW2005","1","Water well (planken)","Put 18; Plank","QUSP","0","A",NULL,57,NULL,NULL,20,NULL,230,286,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW2004","0","Water well (planken)","Put 18; Paal O","QUSP","0","A",NULL,126,NULL,16,4,NULL,190,315,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW2003","0","Water well (planken)","Put 18; Paal O","QUSP","0","A",NULL,110,2,9,6,NULL,201,310,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW2002","0","Water well (planken)","Put 18; Paal O","QUSP","0","A",NULL,75,2,11,1,NULL,241,315,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW2001","0","Water well (planken)","Put 18; Paal O","QUSP","0","A",NULL,116,2,19,1,"Spring/Summer",200,315,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW0002","1","Water well (planken)","8-1-54","QUSP","7","A",NULL,181,NULL,NULL,20,NULL,75,255,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW4009","1","Water well (planken)","Put 4 (putnr 23-1-68) Plank","QUSP","0","A",NULL,218,NULL,NULL,26,NULL,39,256,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW4005","1","Water well (planken)","Put 4 (putnr 23-1-68) Plank","QUSP","0","A",NULL,159,NULL,NULL,20,NULL,88,246,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW4008","1","Water well (planken)","Put 4 (putnr 23-1-68) Plank","QUSP","0","A",NULL,177,NULL,NULL,20,NULL,71,250,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW4007","1","Water well (planken)","Put 4 (putnr 23-1-68) Plank","QUSP","0","A",NULL,126,NULL,NULL,20,NULL,121,246,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW0001","1","Water well (planken)","8-1-55","QUSP","7","A",NULL,167,NULL,NULL,20,NULL,83,249,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW4004","1","Water well (planken)","Put 4 (putnr 23-1-68) Plank","QUSP","0","A",NULL,150,NULL,NULL,20,NULL,112,261,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW4006","1","Water well (planken)","Put 4 (putnr 23-1-68) Plank","QUSP","0","A",NULL,195,NULL,NULL,26,NULL,65,259,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW4003","1","Water well (planken)","Put 4 (putnr 23-1-68) Plank","QUSP","0","A",NULL,113,NULL,NULL,26,NULL,126,238,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW4002","1","Water well (planken)","Put 4 (putnr 23-1-68) Plank","QUSP","0","A",NULL,231,NULL,NULL,26,NULL,21,251,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW4001","1","Water well (planken)","Put 4 (putnr 23-1-68) Plank","QUSP","0","A",NULL,223,NULL,NULL,26,NULL,39,261,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW3004","1","Water well (planken)","Put 19; Plank","QUSP","0","A",NULL,124,NULL,NULL,20,NULL,152,275,"RING","EH"
"Heeten01","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723705.145714676 5802896.75545869)","HRW3003","1","Water well (planken)","Put 19; Plank","QUSP","0","A",NULL,186,NULL,NULL,20,NULL,136,321,"RING","EH"
"Heeten02","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723928.389876973 5802804.04432524)","RAT0003","1","Water well 7","30-3-2/1314","QUSP","2","A","Water well; formwork",149,NULL,3,17,NULL,58,206,"RING","EH"
"Heeten02","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723928.389876973 5802804.04432524)","RAT0001","1","Water well 4","826","QUSP","7","A","Water well; formwork",138,NULL,NULL,20,NULL,1,138,"RING","EH"
"Heeten02","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(723928.389876973 5802804.04432524)","RAT0002","1","Water well 4","828","QUSP","7","A","Water well; formwork",155,1,19,1,NULL,19,173,"RING","EH"
"Heeten03","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(722517.32940669 5809162.72150725)","RHW0001","0","Water well","12-518-1","QUSP","0","A",NULL,152,NULL,NULL,20,NULL,71,222,"RING","EH"
"Heeten03","NL","Heeten - Raalte","Settlement","SRID=23031;POINT(722517.32940669 5809162.72150725)","RHW0002","0","Water well","17-1088-142","QUSP","0","A",NULL,136,NULL,16,1,NULL,173,308,"RING","EH"
"Helden01","NL","Helden","Settlement","SRID=23031;POINT(709095.245507217 5690431.30286486)","1VL0028","A","Water well","558 (laag 21)","QUSP",NULL,"A",NULL,55,NULL,15,0,NULL,105,159,NULL,"SvD"
"Helden01","NL","Helden","Settlement","SRID=23031;POINT(709095.245507217 5690431.30286486)","1VL0029","M","Water well","559","QUSP",NULL,"A",NULL,70,NULL,15,NULL,NULL,90,159,NULL,"SvD"
"Helden01","NL","Helden","Settlement","SRID=23031;POINT(709095.245507217 5690431.30286486)","1VL0027","B","Water well","557","QUSP",NULL,"A",NULL,79,NULL,16,0,NULL,81,159,NULL,"SvD"
"Helmond01","NL","Helmond","Settlement","SRID=23031;POINT(682981.460137912 5705091.3465021)","HER0004","1",NULL,NULL,"QUSP",NULL,"A",NULL,93,NULL,NULL,20,NULL,93,185,"RING","EH"
"Helmond01","NL","Helmond","Settlement","SRID=23031;POINT(682981.460137912 5705091.3465021)","HER0005","1",NULL,NULL,"QUSP",NULL,"A",NULL,100,NULL,NULL,20,NULL,85,184,"RING","EH"
"Helmond01","NL","Helmond","Settlement","SRID=23031;POINT(682981.460137912 5705091.3465021)","HER0006","1",NULL,NULL,"QUSP",NULL,"A",NULL,99,NULL,NULL,20,NULL,81,179,"RING","EH"
"Helmond01","NL","Helmond","Settlement","SRID=23031;POINT(682981.460137912 5705091.3465021)","HER0007","1",NULL,NULL,"QUSP",NULL,"A",NULL,106,NULL,1,19,NULL,82,187,"RING","EH"
"Helmond01","NL","Helmond","Settlement","SRID=23031;POINT(682981.460137912 5705091.3465021)","HER0008","1",NULL,NULL,"QUSP",NULL,"A",NULL,81,NULL,NULL,20,NULL,95,175,"RING","EH"
"Helmond01","NL","Helmond","Settlement","SRID=23031;POINT(682981.460137912 5705091.3465021)","HER0001","1",NULL,NULL,"QUSP",NULL,"A",NULL,94,NULL,NULL,20,NULL,93,186,"RING","EH"
"Helmond01","NL","Helmond","Settlement","SRID=23031;POINT(682981.460137912 5705091.3465021)","HER0002","1",NULL,NULL,"QUSP",NULL,"A",NULL,90,NULL,NULL,20,NULL,85,174,"RING","EH"
"Helmond01","NL","Helmond","Settlement","SRID=23031;POINT(682981.460137912 5705091.3465021)","HER0003","1",NULL,NULL,"QUSP",NULL,"A",NULL,106,NULL,NULL,20,NULL,84,189,"RING","EH"
"Helmond02","NL","Helmond","Settlement","SRID=23031;POINT(684845.191117971 5706853.12794958)","HBW0003","1","Water well","Water well 14.025","QUSP","0","A",NULL,118,NULL,NULL,20,NULL,40,157,"RING","EH"
"Helmond02","NL","Helmond","Settlement","SRID=23031;POINT(684845.191117971 5706853.12794958)","HBW2004","1","Water well","Water well 13.001L","QUSP","0","A",NULL,40,NULL,NULL,20,NULL,140,179,"RING","EH"
"Helmond02","NL","Helmond","Settlement","SRID=23031;POINT(684845.191117971 5706853.12794958)","HBW2002","1","Water well","Water well 13.001L","QUSP","14","A",NULL,120,NULL,NULL,20,NULL,38,157,"RING","EH"
"Helmond02","NL","Helmond","Settlement","SRID=23031;POINT(684845.191117971 5706853.12794958)","HBW0005","1","Water well","Water well 14.025","QUSP","0","A",NULL,128,NULL,NULL,20,NULL,49,176,"RING","EH"
"Helmond02","NL","Helmond","Settlement","SRID=23031;POINT(684845.191117971 5706853.12794958)","HBW0004","1","Water well","Water well 14.025","QUSP","0","A",NULL,114,NULL,NULL,20,NULL,67,180,"RING","EH"
"Helmond02","NL","Helmond","Settlement","SRID=23031;POINT(684845.191117971 5706853.12794958)","HBW0001","1","Water well","Water well 14.025","QUSP","14","A",NULL,111,NULL,NULL,20,NULL,74,184,"RING","EH"
"Hoogeloon01","NL","Hoogeloon","Settlement; villa","SRID=23031;POINT(658455.304455421 5696888.01568345)","HOK0003","1","Water well","45-H1 '30'","QUSP",NULL,"A","Water well",130,NULL,NULL,27,NULL,-114,16,NULL,"MD"
"Hoogeloon01","NL","Hoogeloon","Settlement; villa","SRID=23031;POINT(658455.304455421 5696888.01568345)","HOK0005","0","Water well","H3","QUSP",NULL,"A","Water well",117,NULL,NULL,13,NULL,-85,32,NULL,"MD"
"Hoogeloon01","NL","Hoogeloon","Settlement; villa","SRID=23031;POINT(658455.304455421 5696888.01568345)","HOK0024","1","Water well 2","H2","QUSP",NULL,"A","Water well; formwork",53,NULL,NULL,12,NULL,136,188,NULL,"MD"
"Hoogeloon01","NL","Hoogeloon","Settlement; villa","SRID=23031;POINT(658455.304455421 5696888.01568345)","HOK0023","0","Water well 2","H1","QUSP",NULL,"A","Water well; formwork",83,NULL,NULL,13,NULL,113,195,NULL,"MD"
"Hoogeloon01","NL","Hoogeloon","Settlement; villa","SRID=23031;POINT(658455.304455421 5696888.01568345)","HOK0022","0","Water well 4","H4","QUSP",NULL,"A","Water well; formwork",157,NULL,NULL,16,NULL,-39,118,NULL,"MD"
"Hoogeloon01","NL","Hoogeloon","Settlement; villa","SRID=23031;POINT(658455.304455421 5696888.01568345)","HOK0025","0","Water well 2","H3","QUSP",NULL,"A","Water well; formwork",54,NULL,NULL,11,NULL,130,183,NULL,"MD"
"Hoogeloon01","NL","Hoogeloon","Settlement; villa","SRID=23031;POINT(658455.304455421 5696888.01568345)","HOK0021","0","Water well 4","H1","QUSP",NULL,"A","Water well; formwork",109,NULL,NULL,13,NULL,41,149,NULL,"MD"
"Hoogeloon01","NL","Hoogeloon","Settlement; villa","SRID=23031;POINT(658455.304455421 5696888.01568345)","HOK0020","1","Water well 3","H5","QUSP",NULL,"A","Water well; formwork",78,NULL,NULL,13,NULL,32,109,NULL,"MD"
"Hoogeloon01","NL","Hoogeloon","Settlement; villa","SRID=23031;POINT(658455.304455421 5696888.01568345)","HOK0019","0","Water well 3","H3","QUSP",NULL,"A","Water well; formwork",56,15,NULL,12,NULL,57,112,NULL,"MD"
"Hoogeloon01","NL","Hoogeloon","Settlement; villa","SRID=23031;POINT(658455.304455421 5696888.01568345)","HOK0017","0","Water well 6","H3","QUSP",NULL,"A","Water well; formwork",108,5,NULL,24,NULL,71,178,NULL,"MD"
"Hoogeloon01","NL","Hoogeloon","Settlement; villa","SRID=23031;POINT(658455.304455421 5696888.01568345)","HOK0016","0","Water well 6","H2","QUSP",NULL,"A","Water well; formwork",116,10,NULL,13,NULL,74,189,NULL,"MD"
