Series_A,Radius_A,Series_B,Radius_B,overlap,r,r_wuchs,t,t_wuchs,SGC,SSGC,p
STF0017,1,STF0011,1,75,-0.03464741,0.56355278,-0.29822734,5.82872925,0.72972973,0.01351351,0.0000773649
STF0017,1,STF0011,Q,75,-0.03464741,0.56355278,-0.29822734,5.82872925,0.72972973,0.01351351,0.0000773649
STF0017,3,STF0011,1,75,0.14120956,0.65894157,1.22702566,7.48476898,0.81081081,0.01351351,0.0000000892
1890208,L,1890207,L,67,0.76423001,0.71029857,9.62662799,8.13553898,0.77272727,0.04545455,0.0000093669
195004,A,195019,B,149,0.74317985,0.60678969,13.51260669,9.25560671,0.70270270,0.04729730,0.0000008140
195025,0,195019,0,170,0.83511852,0.52070926,19.73665175,7.90546331,0.71597633,0.04142012,0.0000000196
195025,0,195019,B,138,0.82730598,0.58742689,17.23781286,8.46498019,0.71532847,0.05109489,0.0000004638
195025,B,195019,0,144,0.80379792,0.52298377,16.15731364,7.31169661,0.71328671,0.04195804,0.0000003377
195031,Q,195019,0,198,0.84473253,0.51438879,22.15365480,8.39762517,0.70050761,0.02538071,0.0000000182
195031,Q,195019,B,166,0.84300861,0.52450502,20.13132574,7.88922201,0.70909091,0.04242424,0.0000000780
195036,A,195019,0,129,0.61029909,0.62491664,8.71623082,9.02078871,0.70312500,0.03906250,0.0000043028
195008,A,195019,A,171,0.25068010,0.58211272,3.37627315,9.30683801,0.70588235,0.04705882,0.0000000793
195008,C,195019,0,142,0.47041123,0.60505935,6.32992337,8.99188044,0.71631206,0.04964539,0.0000002790
195008,C,195019,A,142,0.44422536,0.55939773,5.88770530,7.98514682,0.70212766,0.05673759,0.0000015846
195053,0,195019,0,169,0.25712665,0.57897701,3.44869532,9.17653546,0.70833333,0.03571429,0.0000000664
195053,0,195019,B,137,0.37637086,0.57691078,4.73755762,8.20646272,0.73529412,0.05147059,0.0000000407
195022,B,195019,0,170,0.28465327,0.58704812,3.86018629,9.39904168,0.70414201,0.02958580,0.0000001110
195022,B,195019,A,170,0.32828425,0.55066947,4.51809258,8.55072730,0.70414201,0.03550296,0.0000001110
195047,C,195019,0,122,-0.05672761,0.67861092,-0.62501021,10.12094082,0.73553719,0.04958678,0.0000002197
195047,C,195019,B,90,-0.10956832,0.62504931,-1.03992661,7.51164863,0.70786517,0.06741573,0.0000878199
195023,0,195019,A,173,0.57120202,0.59081120,9.12665373,9.57581149,0.71511628,0.05232558,0.0000000168
195023,A,195019,0,173,0.59910004,0.57069486,9.81313453,9.08809929,0.71511628,0.04069767,0.0000000168
195023,A,195019,A,173,0.59009265,0.52535423,9.58584417,8.07383972,0.71511628,0.04651163,0.0000000168
195023,B,195019,0,161,0.47431997,0.61915624,6.81514011,9.94216612,0.70000000,0.04375000,0.0000004200
195023,B,195019,A,161,0.46119839,0.58552384,6.57474229,9.10766360,0.70625000,0.05000000,0.0000001811
195007,0,195019,0,173,0.38479550,0.65332457,5.46753571,11.28460755,0.70930233,0.04069767,0.0000000402
195007,0,195019,A,173,0.38934736,0.55465800,5.54368983,8.71684001,0.70930233,0.02906977,0.0000000402
195007,0,195019,B,151,0.30615613,0.63386730,3.93876592,10.00377297,0.71333333,0.05333333,0.0000001736
195007,1,195019,0,178,0.38716835,0.68727452,5.58664795,12.55197505,0.72881356,0.03389831,0.0000000011
195007,1,195019,A,178,0.38980648,0.60078805,5.63150826,9.97031630,0.71186441,0.03389831,0.0000000173
195007,1,195019,B,151,0.29557056,0.64947734,3.78928720,10.42619666,0.74666667,0.04000000,0.0000000015
195007,H,195019,B,144,0.21326451,0.55710124,2.61032449,7.99406437,0.72027972,0.04195804,0.0000001377
195021,0,195019,B,169,0.55989586,0.51223091,8.75863368,7.70739861,0.72023810,0.05357143,0.0000000113
195021,B,195019,B,137,0.08719307,0.56103262,1.02072466,7.87467952,0.72058824,0.05147059,0.0000002676
195026,0,195019,0,105,0.71700666,0.64524790,10.48976503,8.57170166,0.75000000,0.02884615,0.0000003414
195026,0,195019,A,105,0.74408058,0.57824407,11.35799682,7.19303414,0.75000000,0.03846154,0.0000003414
195026,0,195019,B,105,0.64409508,0.62492962,8.58689566,8.12411487,0.71153846,0.02884615,0.0000159925
195026,A,195019,0,101,0.69080940,0.62330046,9.55427570,7.93081908,0.71000000,0.02000000,0.0000266915
195026,A,195019,A,101,0.72085885,0.56460517,10.40077455,6.80641517,0.71000000,0.03000000,0.0000266915
195026,B,195019,0,96,0.65082297,0.63529055,8.35509888,7.97563651,0.73684211,0.03157895,0.0000038951
195026,B,195019,A,96,0.64476280,0.54950460,8.22149733,6.37666559,0.74736842,0.03157895,0.0000014206
195018,A,195019,B,167,0.84496554,0.57733989,20.35564166,9.08270623,0.71084337,0.05421687,0.0000000554
202048,0,1DH0015,M,77,0.19808674,0.54868691,1.76179092,5.68374328,0.73684211,0.02631579,0.0000363580
VFH0027,0,1DH0015,M,92,0.16107090,0.55596737,1.55684650,6.34545648,0.71428571,0.06593407,0.0000434526
C4A0901,A,1DH0015,M,96,0.32725222,0.54064420,3.37552656,6.23088440,0.73684211,0.03157895,0.0000038951
C4A0901,B,1DH0015,M,96,0.34828262,0.55218893,3.62137495,6.42143252,0.70526316,0.05263158,0.0000629913
C4A0901,Z,1DH0015,M,96,0.35356558,0.59466518,3.68408710,7.17124773,0.70526316,0.03157895,0.0000629913
185350,A,185342,A,67,0.87479324,0.59314846,14.66853699,5.93982958,0.75757576,0.03030303,0.0000285027
185350,A,185342,B,59,0.92524637,0.71355102,18.57428452,7.68936190,0.77586207,0.00000000,0.0000264794
185350,A,185342,C,59,0.87070040,0.60705617,13.48286038,5.76747264,0.77586207,0.01724138,0.0000264794
185343,0,185342,C,65,0.88333062,0.64575398,15.07549338,6.71278008,0.76562500,0.06250000,0.0000213771
185343,A,185342,A,74,0.87221208,0.64928352,15.23565406,7.24394052,0.73972603,0.04109589,0.0000419552
185325,B,185342,B,59,0.91651978,0.70469293,17.45048050,7.49855075,0.77586207,0.01724138,0.0000264794
185325,B,185342,C,64,0.91204292,0.73440352,17.65230108,8.52009346,0.84126984,0.03174603,0.0000000604
185_QT3,R,185342,C,65,0.89133294,0.73668805,15.72885078,8.64684559,0.82812500,0.04687500,0.0000001521
185096,B,185342,B,50,0.78045706,0.69913587,8.73819147,6.77458887,0.79591837,0.02040816,0.0000343006
185096,0,185342,B,52,0.80126085,0.65599683,9.56376715,6.14576248,0.82352941,0.01960784,0.0000038203
185_QT5,R,185342,B,59,0.73884111,0.56747467,8.34992719,5.20328808,0.77586207,0.01724138,0.0000264794
185323,B,185342,C,55,0.90486937,0.66039237,15.62032163,6.40244569,0.77777778,0.01851852,0.0000445571
185321,0,185342,D,73,0.90816659,0.68736152,18.40870688,7.97423641,0.73611111,0.02777778,0.0000615109
185330,B,185342,B,54,0.90518365,0.67745355,15.50474402,6.64140261,0.81132075,0.00000000,0.0000058180
185332,A,185342,C,62,0.90087363,0.68612544,16.20905002,7.30560431,0.80327869,0.01639344,0.0000021652
185332,B,185342,B,59,0.84909093,0.50540818,12.24140846,4.42210543,0.75862069,0.00000000,0.0000817561
185332,B,185342,C,59,0.89372238,0.64180820,15.17181626,6.31864072,0.77586207,0.01724138,0.0000264794
185023,F,185342,B,59,0.65582163,0.59658549,6.61608652,5.61226623,0.79310345,0.01724138,0.0000080286
185331,A,185342,C,65,0.86989842,0.64566651,14.10938988,6.71122074,0.75000000,0.03125000,0.0000633425
185336,A,185342,B,59,0.89418442,0.67055225,15.21090828,6.82412136,0.77586207,0.00000000,0.0000264794
185336,A,185342,C,65,0.92966206,0.71290152,20.18736468,8.06897120,0.76562500,0.01562500,0.0000213771
185337,A,185342,A,74,0.87886336,0.64010679,15.73973546,7.06961543,0.73972603,0.02739726,0.0000419552
TROY164,Q,TROY130,Q,55,0.58301206,0.71012394,5.27315524,7.34263809,0.81481481,0.03703704,0.0000037133
TROY164,Q,TROY130,T,76,0.54130900,0.66808448,5.57533424,7.72368295,0.74666667,0.05333333,0.0000193387
TROY164,T,TROY130,Q,55,0.58301206,0.71012394,5.27315524,7.34263809,0.81481481,0.03703704,0.0000037133
185150,0,068031,B,54,0.65064255,0.52897455,6.23761949,4.49483899,0.77358491,0.03773585,0.0000679202
VEND227,T,VEND070,T,75,0.17605278,0.57580402,1.53849346,6.01730113,0.72972973,0.01351351,0.0000773649
TROY090,T,IALP062,C,66,0.42839430,0.61661735,3.82232876,6.26593493,0.78461538,0.03076923,0.0000044477
TROY090,T,IALP062,0,66,0.41130889,0.60625664,3.63806120,6.09863175,0.75384615,0.04615385,0.0000425559
NOVY122,T,IALP062,A,87,0.09448671,0.52575707,0.88017151,5.69838060,0.72093023,0.02325581,0.0000417374
TROY226,T,IALP062,C,79,0.49800247,0.55898744,5.07191234,5.91562491,0.73076923,0.01282051,0.0000457782
OFBG218,Q,OFBG207,T,55,0.82049123,0.62726106,10.54711541,5.86347754,0.81481481,0.01851852,0.0000037133
ERST201,T,ERST202,T,75,0.75425289,0.78314367,9.88194741,10.76028200,0.78378378,0.01351351,0.0000010480
ERST205,T,ERST202,T,67,0.73020222,0.70532713,8.68255411,8.02182797,0.75757576,0.03030303,0.0000285027
SARR217,T,SARR204,T,63,0.85605625,0.50442094,13.04085800,4.56264700,0.77419355,0.01612903,0.0000157446
068089,Q,065169,A,93,0.19173636,0.51330247,1.87383689,5.70560371,0.70652174,0.04347826,0.0000743950
068034,0,065169,A,106,0.56445191,0.60957174,7.00684367,7.84179897,0.73333333,0.08571429,0.0000017364
068034,A,065169,A,106,0.61362069,0.50590095,7.96318838,5.98104339,0.73333333,0.04761905,0.0000017364
VEND095,T,VEND073,T,108,0.27631055,0.53071227,2.97395948,6.44682195,0.70093458,0.00934579,0.0000322501
VEND059,T,VEND073,T,93,0.51252289,0.63146370,5.72504746,7.76855489,0.70652174,0.03260870,0.0000743950
SILL_QT3,R,SILL_QT5,R,102,0.37284232,0.54208527,4.03819404,6.45091184,0.70297030,0.00000000,0.0000451031
SILL_QT2,R,SILL_QT5,R,100,0.38956607,0.53855636,4.20862074,6.32744180,0.71717172,0.02020202,0.0000154858
202018,0,202040,0,66,0.77275870,0.75404020,9.81594541,9.18401637,0.78461538,0.00000000,0.0000044477
202018,0,202040,A,66,0.78897039,0.72136883,10.35247288,8.33288790,0.75384615,0.00000000,0.0000425559
202018,0,202040,C,66,0.74114798,0.74616378,8.90057348,8.96612663,0.75384615,0.01538462,0.0000425559
202018,C,202040,0,62,0.69855428,0.76316770,7.62466561,9.14804576,0.81967213,0.00000000,0.0000005931
202018,C,202040,A,62,0.71139226,0.73542665,7.90579030,8.40695668,0.78688525,0.00000000,0.0000074193
202018,C,202040,C,62,0.66619214,0.74837938,6.97675712,8.73990050,0.78688525,0.01639344,0.0000074193
202042,0,202040,0,73,0.11897470,0.57477677,1.01675555,5.91848289,0.73611111,0.00000000,0.0000615109
202042,0,202040,C,70,0.11920737,0.55924156,0.99732229,5.56284395,0.73913043,0.01449275,0.0000710526
202042,A,202040,0,73,0.11121172,0.51554547,0.94955310,5.06973372,0.76388889,0.00000000,0.0000075225
202042,A,202040,C,70,0.11189401,0.51107009,0.93533519,4.90308371,0.76811594,0.01449275,0.0000084177
202070,0,202040,0,73,0.64589268,0.65415815,7.17890832,7.28760191,0.75000000,0.02777778,0.0000220905
202070,0,202040,A,73,0.63306495,0.59369031,6.93934033,6.21668089,0.73611111,0.02777778,0.0000615109
202070,A,202040,0,73,0.55072774,0.57677463,5.59861528,5.94928346,0.76388889,0.01388889,0.0000075225
202070,A,202040,C,70,0.57179626,0.58773272,5.78951929,5.99040509,0.75362319,0.02898551,0.0000251438
202070,B,202040,0,71,0.69100442,0.66396326,7.99799894,7.37570164,0.77142857,0.01428571,0.0000055758
202070,B,202040,C,68,0.68580700,0.66381448,7.71324519,7.21068845,0.74626866,0.02985075,0.0000554004
202070,B,202040,A,71,0.68160737,0.62576514,7.79362481,6.66399848,0.77142857,0.01428571,0.0000055758
202070,C,202040,0,73,0.57528830,0.54952446,5.96794283,5.54218961,0.73611111,0.04166667,0.0000615109
202023,0,202040,0,63,0.32668037,0.63895622,2.72160498,6.48742585,0.79032258,0.01612903,0.0000048308
202023,0,202040,C,60,0.34117317,0.65445460,2.78787190,6.59194438,0.77966102,0.03389831,0.0000173724
202023,B,202040,0,51,0.48480017,0.63477099,3.91945700,5.75047893,0.86000000,0.00000000,0.0000003559
202067,0,202040,C,70,0.35850998,0.71971228,3.19006425,8.54837250,0.73913043,0.01449275,0.0000710526
202067,A,202040,0,73,0.10520410,0.61351645,0.89766786,6.54640971,0.73611111,0.01388889,0.0000615109
202067,A,202040,C,70,0.08434566,0.59547215,0.70313326,6.11219333,0.73913043,0.02898551,0.0000710526
202067,C,202040,0,73,0.43867626,0.58676203,4.14211487,6.10569593,0.75000000,0.00000000,0.0000220905
202067,C,202040,C,70,0.44311702,0.63929160,4.10591759,6.85562769,0.76811594,0.01449275,0.0000084177
202116,A,202040,A,73,0.57750369,0.68024565,6.00239210,7.81988437,0.73611111,0.04166667,0.0000615109
202081,0,202040,C,70,0.64743679,0.53615871,7.05665753,5.23775372,0.75362319,0.01449275,0.0000251438
185143,Q,185111,B,79,0.42771282,0.60440801,4.17899775,6.65724308,0.75641026,0.02564103,0.0000059233
185143,Q,185111,Q,79,0.46901343,0.62250753,4.69005487,6.97979168,0.75641026,0.01282051,0.0000059233
185060,0,185111,Q,66,0.49312318,0.64872123,4.56996696,6.81943713,0.75384615,0.01538462,0.0000425559
185_QT2,R,185111,A,85,0.67788391,0.54216939,8.45099421,5.87835197,0.71428571,0.02380952,0.0000856830
185092,0,185111,Q,62,0.53107152,0.63889959,4.89515998,6.43306691,0.75409836,0.01639344,0.0000721315
185092,B,185111,Q,62,0.53085915,0.59679484,4.89243413,5.76120179,0.75409836,0.00000000,0.0000721315
185030,E,185111,Q,79,0.56089088,0.53344748,5.98347087,5.53416761,0.74358974,0.00000000,0.0000168765
185039,E,185111,A,83,0.50551281,0.55793756,5.30541474,6.05077880,0.74390244,0.01219512,0.0000099959
185039,E,185111,B,85,0.58318000,0.57096076,6.57965069,6.33598493,0.71428571,0.01190476,0.0000856830
HORB310,T,HORB312,T,132,0.73521771,0.54130460,12.41452621,7.34018431,0.70229008,0.03816794,0.0000036455
HORB101,T,HORB312,T,108,0.69399807,0.62846579,9.97083683,8.31851593,0.74766355,0.02803738,0.0000002996
VDMWL03,Q,ALB0001,0,88,0.69050399,0.50921471,8.90410343,5.48692323,0.75862069,0.04597701,0.0000014035
VDMWL03,Q,ALB0001,2,88,0.69399390,0.50767451,8.99071675,5.46455277,0.75862069,0.01149425,0.0000014035
068_QT06,R,068_QT01,R,111,0.90926695,0.83241065,22.91245696,15.68253492,0.85454545,0.01818182,0.0000000000
068075,0,068_QT01,R,85,0.87809810,0.72567847,16.81970217,9.60889397,0.73809524,0.03571429,0.0000127497
068075,A,068_QT01,R,85,0.85147665,0.68729035,14.88181501,8.62012841,0.76190476,0.01190476,0.0000015804
068072,0,068_QT01,R,94,0.41086702,0.58486459,4.34603327,6.91605242,0.70967742,0.03225806,0.0000525219
068072,B,068_QT01,R,94,0.40532518,0.50418073,4.27579498,5.59974750,0.74193548,0.01075269,0.0000030670
ELT0003,0,068_QT01,R,99,0.71580677,0.62063037,10.14770383,7.79552950,0.72448980,0.01020408,0.0000088026
ELT0003,1,068_QT01,R,99,0.71948951,0.64662131,10.25564989,8.34869965,0.73469388,0.01020408,0.0000033728
068082,0,068_QT01,R,102,0.91093334,0.79218547,22.19049251,12.98067986,0.85148515,0.01980198,0.0000000000
068082,A,068_QT01,R,97,0.88087141,0.79548805,18.23310289,12.79513450,0.83333333,0.00000000,0.0000000001
068082,B,068_QT01,R,95,0.88479494,0.68762979,18.40936179,9.13319553,0.79787234,0.00000000,0.0000000077
068_QT02,R,068_QT01,R,114,0.75510837,0.57598248,12.24361229,7.45676898,0.72566372,0.00884956,0.0000016052
068022,0,068_QT01,R,114,0.16097680,0.53243920,1.73381902,6.65684375,0.71681416,0.00884956,0.0000040358
068032,0,068_QT01,R,97,0.86100409,0.82094314,16.58693560,14.01300289,0.82291667,0.02083333,0.0000000002
068032,A,068_QT01,R,86,0.78234453,0.70160691,11.58048894,9.02421637,0.77647059,0.01176471,0.0000003435
068032,B,068_QT01,R,76,0.78915620,0.86717190,11.12728110,14.97903815,0.82666667,0.01333333,0.0000000153
068115,A,068_QT01,R,85,0.33769774,0.61891393,3.28821861,7.17870128,0.77380952,0.02380952,0.0000005194
068120,A,068_QT01,R,98,0.44628665,0.55297667,4.91168011,6.50271719,0.72164948,0.01030928,0.0000126549
WKN0002,2,SWP0005,1,59,0.48850444,0.51756491,4.26369870,4.56677033,0.79310345,0.03448276,0.0000080286
195008,A,VNW0004,Q,60,-0.16856396,0.60002745,-1.31356043,5.71223820,0.76271186,0.00000000,0.0000544035
195021,0,VNW0004,Q,59,-0.05926041,0.64358988,-0.45210838,6.34855506,0.79310345,0.00000000,0.0000080286
195021,A,VNW0004,Q,59,-0.12985397,0.65420148,-0.99738312,6.53045111,0.79310345,0.00000000,0.0000080286
VEND036,T,VEND250,T,61,-0.34027983,0.52907747,-2.80307176,4.78912078,0.76666667,0.01666667,0.0000360902
VAL0014,1,1DH0034,B,68,0.45011439,0.57653028,4.12594079,5.73233751,0.77611940,0.00000000,0.0000061761
VAL0014,1,1DH0034,M,68,0.45195172,0.62574268,4.14709466,6.51713451,0.76119403,0.01492537,0.0000190341
VAL0014,1,1DH0034,Q,68,0.45195172,0.62574268,4.14709466,6.51713451,0.76119403,0.01492537,0.0000190341
068083,B,1DH0034,M,93,0.36836253,0.50558187,3.80044834,5.59001291,0.70652174,0.03260870,0.0000743950
068083,B,1DH0034,Q,93,0.36836253,0.50558187,3.80044834,5.59001291,0.70652174,0.03260870,0.0000743950
ALC0103,0,VLD0001,2,63,0.19608100,0.63199963,1.57450813,6.36938624,0.75806452,0.01612903,0.0000482380
ALC0103,1,VLD0001,2,62,0.25305445,0.69740561,2.04291099,7.53768192,0.78688525,0.01639344,0.0000074193
195035,A,VLD0001,2,63,0.31746550,0.51511946,2.63609130,4.69388077,0.79032258,0.00000000,0.0000048308
MRW0002,0,VLD0001,2,63,0.31425039,0.60667712,2.60645260,5.96051277,0.75806452,0.03225806,0.0000482380
MRW0002,3,VLD0001,2,63,0.33332304,0.64669752,2.78378548,6.62194929,0.75806452,0.03225806,0.0000482380
MRW0002,2,VLD0001,2,63,0.36434618,0.65999279,3.08061513,6.86130849,0.75806452,0.06451613,0.0000482380
1TN0096,A,VLD0001,0,59,0.53578303,0.70359128,4.83256281,7.47531821,0.79310345,0.06896552,0.0000080286
1TN0096,A,VLD0001,1,59,0.50845178,0.68197594,4.49691823,7.03990183,0.82758621,0.03448276,0.0000006049
DAMB110,T,VLD0001,2,59,0.16347117,0.54776330,1.26193473,4.94305205,0.79310345,0.00000000,0.0000080286
SILL151,T,VLD0001,2,54,0.59820755,0.70094956,5.43465962,7.08713168,0.81132075,0.00000000,0.0000058180
TROY170,Q,VLD0001,2,63,0.32078457,0.58736527,2.66679453,5.66828736,0.75806452,0.00000000,0.0000482380
TROY170,T,VLD0001,2,63,0.32078457,0.58736527,2.66679453,5.66828736,0.75806452,0.00000000,0.0000482380
TROY150,T,VLD0001,2,51,0.26750553,0.53276592,1.96309200,4.40686051,0.80000000,0.02000000,0.0000220905
195009,A,VLD0001,2,63,0.15068605,0.59771852,1.20020749,5.82299575,0.79032258,0.00000000,0.0000048308
FLOR103,T,VLD0001,2,63,0.56140562,0.74918339,5.34174561,8.83399684,0.75806452,0.00000000,0.0000482380
BHC0030,0,563007,L,60,0.49724948,0.53991468,4.40227328,4.88507926,0.77966102,0.00000000,0.0000173724
56302002,L,563007,L,105,0.46772774,0.53898368,5.39659875,6.49410152,0.71153846,0.00961538,0.0000159925
563004a,L,563007,L,68,0.47550752,0.62929334,4.42440067,6.57824846,0.74626866,0.02985075,0.0000554004
56304003,A,56304001,A,69,0.60356319,0.60903387,6.24233643,6.28530984,0.79411765,0.00000000,0.0000012302
56304003,L,56304001,A,69,0.60356319,0.60903387,6.24233643,6.28530984,0.79411765,0.00000000,0.0000012302
56304004,L,56304001,A,79,0.61830512,0.64620295,6.94803132,7.43011461,0.74358974,0.02564103,0.0000168765
BHC0064,1,BHC0028,0,50,0.62683776,0.57273903,5.63160547,4.84063626,0.79591837,0.00000000,0.0000343006
BHC0064,1,BHC0028,2,50,0.46529062,0.56591723,3.67960801,4.75557305,0.81632653,0.00000000,0.0000094859
SILL_QT1,R,BHC0028,0,50,-0.20440977,0.54202945,-1.46173230,4.46867107,0.79591837,0.00000000,0.0000343006
SILL_QT1,R,BHC0028,1,51,-0.18919437,0.53591460,-1.36241185,4.44335638,0.80000000,0.00000000,0.0000220905
CUY0088,1,CUY0093,0,51,0.52915853,0.63907758,4.40968123,5.81627510,0.78000000,0.00000000,0.0000750132
CUY0033,1,CUY0093,0,74,0.64839563,0.56966470,7.27685376,5.88137165,0.73972603,0.00000000,0.0000419552
CUY0035,1,CUY0093,0,67,0.53748124,0.64644156,5.17804349,6.83096702,0.81818182,0.01515152,0.0000002343
CUY0035,1,CUY0093,2,67,0.43450033,0.64188985,3.91918332,6.74896016,0.78787879,0.01515152,0.0000029043
CUY0051,1,CUY0093,0,66,0.47742934,0.50135910,4.38066362,4.63556477,0.80000000,0.00000000,0.0000013158
CUY0051,1,CUY0093,2,66,0.46925808,0.54993970,4.28427854,5.26759413,0.80000000,0.00000000,0.0000013158
CUY0038,1,CUY0093,0,92,0.59247920,0.56181268,7.01587810,6.44270746,0.71428571,0.01098901,0.0000434526
CUY0038,1,CUY0093,1,66,0.39911090,0.58657529,3.50935285,5.79408946,0.75384615,0.00000000,0.0000425559
CUY0043,1,CUY0093,0,60,0.46820870,0.55566279,4.07006151,5.08992334,0.77966102,0.00000000,0.0000173724
CUY0043,1,CUY0093,2,60,0.57195183,0.57455434,5.35574043,5.34618807,0.76271186,0.00000000,0.0000544035
CUY0020,1,CUY0093,0,54,0.50145667,0.56500165,4.21952433,4.93798978,0.79245283,0.00000000,0.0000206100
NOVY_QT6,R,NOVY114,T,99,0.85996018,0.80291531,16.68068119,13.26604597,0.74489796,0.03061224,0.0000012425
5851806,L,VEN0006,1,51,0.26887741,0.62700676,1.97394197,5.63410719,0.78000000,0.00000000,0.0000750132
388_QT2,R,388019,Q,96,0.55282597,0.71318534,6.46622120,9.86423669,0.74736842,0.04210526,0.0000014206
388013,L,388019,Q,96,0.81680628,0.80989566,13.79975158,13.38659774,0.80000000,0.01052632,0.0000000050
388013,Q,388019,Q,96,0.81680628,0.80989566,13.79975158,13.38659774,0.80000000,0.01052632,0.0000000050
388008,L,388019,Q,96,0.49292139,0.62077836,5.52183410,7.67701034,0.71578947,0.02105263,0.0000259343
388001,L,388019,Q,96,0.62790723,0.61229360,7.86351725,7.50844654,0.71578947,0.04210526,0.0000259343
388009,L,388019,Q,96,0.62988457,0.65654774,7.90452451,8.43907930,0.71578947,0.03157895,0.0000259343
MELINP5,L,1890304,L,77,0.69745537,0.71663486,8.48455984,8.89849143,0.80263158,0.02631579,0.0000001316
SILL110,T,SILL111,T,51,0.68322414,0.79847464,6.61608668,9.28415003,0.78000000,0.02000000,0.0000750132
VFH0023,0,VFH0004,1,124,0.58753114,0.54524108,8.05242588,7.18422208,0.70731707,0.04878049,0.0000042551
VFH0023,Q,VFH0004,1,124,0.58753114,0.54524108,8.05242588,7.18422208,0.70731707,0.04878049,0.0000042551
068085,0,068096,0,176,0.40386882,0.61722174,5.84016568,10.34802385,0.70857143,0.04000000,0.0000000342
068085,0,068096,B,176,0.40853594,0.61575261,5.92108297,10.30832241,0.72000000,0.02857143,0.0000000059
068085,C,068096,0,175,0.34494695,0.56505402,4.84770434,9.00804810,0.70114943,0.05172414,0.0000001116
068085,C,068096,B,175,0.34819282,0.59162082,4.89958011,9.65194637,0.74137931,0.04022989,0.0000000002
068015,B,068096,A,62,0.54395828,0.51455289,5.06302928,4.64828191,0.77049180,0.00000000,0.0000238711
VFH_QT2,R,068096,0,187,0.75986461,0.57493278,15.94134540,9.55747371,0.70430108,0.04838710,0.0000000251
VFH0054,X,068096,0,94,0.35381062,0.53203367,3.64798856,6.02686650,0.74193548,0.04301075,0.0000030670
068_QT04,R,068096,0,138,0.53107450,0.57483393,7.33610682,8.19247573,0.72992701,0.04379562,0.0000000735
068_QT04,R,068096,B,138,0.52624244,0.57018965,7.24363089,8.09420666,0.75912409,0.01459854,0.0000000013
TROY214,T,SILL115,Q,84,0.55253717,0.59448071,6.03950109,6.69467196,0.73493976,0.03614458,0.0000186218
TROY143,Q,SILL115,Q,60,0.67153769,0.62918157,6.96138314,6.16487953,0.76271186,0.01694915,0.0000544035
TROY143,Q,SILL115,T,60,0.67153769,0.62918157,6.96138314,6.16487953,0.76271186,0.01694915,0.0000544035
VEND096,T,SILL115,Q,71,0.31157744,0.55081487,2.74340869,5.48198114,0.74285714,0.02857143,0.0000482849
TROY032,T,SILL115,Q,84,0.38472638,0.58619300,3.79729977,6.55195067,0.72289157,0.01204819,0.0000488049
TROY172,T,SILL115,Q,74,0.50842022,0.62602371,5.04459218,6.81195163,0.79452055,0.02739726,0.0000004834
TROY172,T,SILL115,T,95,0.73252578,0.57376028,10.43292335,6.75578328,0.74468085,0.02127660,0.0000020898
SAUL_QT2,R,SILL115,Q,84,0.32180349,0.55840690,3.09648211,6.09545508,0.73493976,0.04819277,0.0000186218
195035,A,SILL151,T,54,0.21068462,0.61862979,1.56902539,5.67786875,0.77358491,0.00000000,0.0000679202
SILL120,T,SILL151,T,54,0.66794701,0.77447448,6.53409010,8.82827908,0.81132075,0.01886792,0.0000058180
MRW0002,2,SILL151,T,54,0.33350010,0.60254701,2.57535640,5.44432859,0.77358491,0.05660377,0.0000679202
BAR0006,1,SILL151,T,54,0.05180508,0.50629110,0.37765382,4.23362153,0.79245283,0.00000000,0.0000206100
BAR0006,Q,SILL151,T,54,0.05180508,0.50629110,0.37765382,4.23362153,0.79245283,0.00000000,0.0000206100
OFBG209,Q,SILL151,T,54,0.22465250,0.58803191,1.67839647,5.24253283,0.77358491,0.00000000,0.0000679202
OFBG209,T,SILL151,T,54,0.22465250,0.58803191,1.67839647,5.24253283,0.77358491,0.00000000,0.0000679202
VLD0001,2,SILL151,T,54,0.59820755,0.70094956,5.43465962,7.08713168,0.81132075,0.00000000,0.0000058180
SILL150,T,SILL151,T,54,0.56630133,0.72997764,5.00211661,7.70178024,0.77358491,0.00000000,0.0000679202
195021,0,SILL151,T,54,0.08352230,0.60158613,0.61018355,5.43071628,0.77358491,0.00000000,0.0000679202
195021,A,SILL151,T,54,0.16444890,0.60757731,1.21373029,5.51620291,0.81132075,0.00000000,0.0000058180
SILL146,T,SILL151,T,54,0.66038620,0.81477999,6.40233961,10.13412113,0.83018868,0.00000000,0.0000015274
195009,A,SILL151,T,54,0.00433148,0.65696776,0.03153396,6.28378375,0.79245283,0.00000000,0.0000206100
195009,D,SILL151,T,54,-0.02859910,0.52153620,-0.20828976,4.40778541,0.79245283,0.00000000,0.0000206100
VEND176,T,VEND213,T,100,0.19047486,0.55497759,1.93054516,6.60443207,0.71717172,0.00000000,0.0000154858
195025,0,VEND213,T,60,0.38970263,0.58294706,3.25033150,5.46404567,0.77966102,0.01694915,0.0000173724
195023,B,VEND213,T,51,0.55193146,0.50684528,4.68017035,4.11573607,0.78000000,0.00000000,0.0000750132
VEND255,T,VEND213,T,51,0.15387314,0.60268253,1.10116158,5.28681429,0.80000000,0.00000000,0.0000220905
VEND238,Q,VEND213,T,88,-0.00321324,0.51983605,-0.02997128,5.64316146,0.71264368,0.00000000,0.0000728391
